group_id,big_chunk_string
GROUP_0010,91905一RQ_004一0.0908一0.0142一0.0127一0.0046一0.128936一0.135828一106.78一135.44一PROD_000100一COMP_0031一26.46一24.31一2026-04-27 20:07:54一商品_100_7516一4224一115一107.34一1一141一113一148.73一258.32一101二91905一RQ_013一0.1255一0.0252一0.01一0.0029一0.31626一0.322245一211.39一171.58一PROD_000101一COMP_0013一4.35一4.66一2026-05-12 20:07:54一商品_101_5945一50一1一148.25一0一384一311一416.98一78.1一102二91905一RQ_008一0.0231一0.0187一0.0029一0.0067一0.043197一0.04577一184.55一133.0一PROD_000102一COMP_0010一2.03一2.08一2026-05-17 20:07:54一商品_102_3165一360一4一0一0一143一122一145.68一23.81一103二91905一RQ_002一0.0421一0.0054一0.0243一0.0011一0.022734一0.02153一214.66一164.92一PROD_000103一COMP_0030一9.33一9.11一2026-03-01 20:07:54一商品_103_2646一35一0一152.01一0一79一99一78.05一92.37一104二91905一RQ_003一0.0925一0.0198一0.0289一0.0032一0.18315一0.156764一137.87一120.31一PROD_000104一COMP_0008一8.67一7.95一2026-04-08 20:07:54一商品_104_2847一434一15一113.01一0一303一285一309.48一98.01一105二91905一RQ_015一0.0993一0.0045一0.0267一0.0002一0.044685一0.042202一170.59一160.18一PROD_000105一COMP_0015一9.84一9.62一2026-04-23 20:07:54一商品_105_7806一390一2一155.85一0一462一0一470.07一104.91一106二91905一RQ_012一0.0215一0.0273一0.0187一0.0028一0.058695一0.054232一177.74一141.3一PROD_000106一COMP_0027一15.58一14.66一2026-03-12 20:07:54一商品_106_2956一158一6一151.21一0一351一488一319.96一153.11一107二91905一RQ_004一0.1082一0.009一0.0286一0.0053一0.09738一0.108403一66.05一42.24一PROD_000107一COMP_0000一21.76一20.31一2026-05-01 20:07:54一商品_107_3734一394一6一49.04一0一65一71一65.31一213.9一108二91905一RQ_005一0.0457一0.006一0.0174一0.0073一0.02742一0.024441一154.85一156.74一PROD_000108一COMP_0023一15.51一14.1一2026-02-27 20:07:54一商品_108_7108一1729一7一159.44一1一462一381一490.01一140.93一109二91905一RQ_016一0.1043一0.0036一0.0071一0.0052一0.037548一0.030728一214.5一141.74一PROD_000109一COMP_0007一12.33一13.26一2026-04-28 20:07:54一商品_109_5016一283一1一159.9一0一227一227一239.92一140.39一110
GROUP_0011,91905一RQ_000一0.1405一0.0022一0.0165一0.0064一0.03091一0.033302一152.96一164.39一PROD_000110一COMP_0009一0.78一0.75一2026-04-11 20:07:54一商品_110_7102一1351一2一143.84一1一425一464一464.2一6.27一111二91905一RQ_002一0.0913一0.0258一0.0193一0.004一0.235554一0.244213一49.82一60.06一PROD_000111一COMP_0029一2.34一2.42一2026-04-27 20:07:54一商品_111_6870一3172一79一49.61一1一58一49一54.55一45.27一112二91905一RQ_014一0.0532一0.014一0.004一0.0017一0.07448一0.080023一49.93一32.33一PROD_000112一COMP_0013一24.88一25.86一2026-03-21 20:07:54一商品_112_2551一364一4一36.05一0一50一57一51.77一265.65一113二91905一RQ_003一0.1225一0.0078一0.0009一0.0083一0.09555一0.113994一106.55一93.29一PROD_000113一COMP_0029一4.36一4.64一2026-03-11 20:07:54一商品_113_8096一1114一4一85.84一1一56一80一55.37一56.11一114二91905一RQ_015一0.0141一0.0345一0.0056一0.0022一0.048645一0.042558一43.42一29.83一PROD_000114一COMP_0025一8.76一9.43一2026-02-20 20:07:54一商品_114_7266一4586一176一35.2一1一66一55一63.09一98.81一115二91905一RQ_015一0.0862一0.0247一0.0274一0.0051一0.212914一0.203408一89.69一73.35一PROD_000115一COMP_0022一5.8一5.59一2026-02-25 20:07:54一商品_115_4594一414一20一62.85一0一114一152一125.39一73.91一116二91905一RQ_012一0.0597一0.0421一0.0254一0.0018一0.251337一0.260638一136.98一187.21一PROD_000116一COMP_0036一24.28一25.24一2026-04-20 20:07:54一商品_116_1011一288一23一167.1一0一433一592一473.74一274.03一117二91905一RQ_019一0.0382一0.0074一0.0216一0.0092一0.028268一0.032161一170.15一137.41一PROD_000117一COMP_0021一10.05一9.09一2026-05-12 20:07:54一商品_117_6198一1094一8一117.99一1一336一361一309.19一98.6一118二91905一RQ_017一0.1071一0.0465一0.0237一0.0023一0.498015一0.515734一118.5一151.57一PROD_000118一COMP_0011一5.67一5.45一2026-03-30 20:07:54一商品_118_3750一765一27一133.27一1一172一234一175.83一104.39一119二91905一RQ_010一0.0725一0.014一0.0079一0.0008一0.1015一0.09162一115.38一112.63一PROD_000119一COMP_0005一3.69一3.32一2026-02-22 20:07:54一商品_119_5831一4539一115一87.89一1一121一128一128.96一39.62一120
GROUP_0012,91905一RQ_010一0.0466一0.0061一0.0106一0.0089一0.028426一0.02457一183.17一228.16一PROD_000120一COMP_0001一2.71一2.95一2026-04-28 20:07:54一商品_120_5346一753一5一176.71一1一377一461一372.04一31.05一121二91905一RQ_009一0.0433一0.0034一0.0174一一0.014722一0.012682一93.72一78.64一PROD_000121一COMP_0018一11.14一10.98一2026-04-28 20:07:54一商品_121_7349一49一0一74.18一0一68一68一62.31一110.96一122二91905一RQ_011一0.134一0.0191一0.0137一0.0027一0.25594一0.252363一52.07一43.19一PROD_000122一COMP_0011一7.17一6.84一2026-04-19 20:07:54一商品_122_4860一342一6一39.25一0一72一106一73.29一92.82一123二91905一RQ_009一0.0211一0.0452一0.0216一0.0051一0.095372一0.110649一108.79一142.03一PROD_000123一COMP_0030一24.11一24.97一2026-03-23 20:07:54一商品_123_6238一485一43一123.04一0一360一491一333.09一265.74一124二91905一RQ_002一0.0643一0.0205一0.0101一0.0028一0.131815一0.129609一143.93一117.5一PROD_000124一COMP_0004一26.27一27.78一2026-04-11 20:07:54一商品_124_5327一1725一25一123.46一1一243一323一264.37一288.62一125二91905一RQ_015一0.0901一0.0242一0.0056一0.0041一0.218042一0.228355一126.48一99.59一PROD_000125一COMP_0024一20.58一20.18一2026-03-19 20:07:54一商品_125_3201一381一11一89.37一0一104一110一100.63一228.22一126二91905一RQ_014一0.1184一0.0167一0.022一0.0061一0.197728一0.165244一103.75一91.98一PROD_000126一COMP_0019一13.53一14.65一2026-02-25 20:07:54一商品_126_5087一960一20一91.08一1一81一82一81.11一158.31一127二91905一RQ_014一0.0171一0.0187一0.0064一0.0037一0.031977一0.031519一128.13一131.29一PROD_000127一COMP_0002一12.21一13.24一2026-05-02 20:07:54一商品_127_4511一1954一70一132.18一1一222一263一215.08一131.46一128二91905一RQ_007一0.1049一0.0142一0.0126一0.0003一0.148958一0.165659一208.94一176.85一PROD_000128一COMP_0014一23.14一20.87一2026-05-15 20:07:54一商品_128_9530一114一1一166.73一0一418一423一457.04一223.75一129二91905一RQ_012一0.0918一0.0014一0.03一0.0097一0.012852一0.014597一92.61一71.61一PROD_000129一COMP_0039一17.06一17.38一2026-05-05 20:07:54一商品_129_7620一2764一5一72.4一1一192一188一200.11一177.91一130
GROUP_0013,91905一RQ_004一0.111一0.0331一0.0299一0.0027一0.36741一0.355442一163.51一110.87一PROD_000130一COMP_0020一11.95一10.84一2026-03-06 20:07:54一商品_130_5237一351一15一136.21一0一335一480一346.52一147.71一131二91905一RQ_005一0.1426一0.0451一0.0198一0.0023一0.643126一0.571952一172.84一171.4一PROD_000131一COMP_0035一26.21一25.79一2026-02-24 20:07:54一商品_131_3470一1464一79一163.03一1一434一524一472.57一318.77一132二91905一RQ_006一0.058一0.0494一0.0268一0.0099一0.28652一0.245631一43.5一54.42一PROD_000132一COMP_0008一25.94一24.28一2026-04-10 20:07:54一商品_132_8029一975一24一42.12一1一49一65一45.75一263.24一133二91905一RQ_012一0.0107一0.0272一0.0221一0.0095一0.029104一0.033668一26.25一37.27一PROD_000133一COMP_0030一22.83一22.97一2026-04-26 20:07:54一商品_133_6535一355一17一32.69一0一41一35一41.03一237.55一134二91905一RQ_004一0.058一0.0452一0.0111一0.002一0.26216一0.309148一84.12一50.04一PROD_000134一COMP_0027一27.59一27.06一2026-03-03 20:07:54一商品_134_1323一301一17一64.26一0一51一66一53.98一302.75一135二91905一RQ_003一0.0683一0.0196一0.0166一0.0048一0.133868一0.115294一94.95一82.5一PROD_000135一COMP_0003一21.01一21.56一2026-03-15 20:07:54一商品_135_6864一1623一35一75.17一1一206一238一210.85一228.22一136二91905一RQ_009一0.0325一0.0279一0.0274一0.0069一0.090675一0.089974一38.03一45.28一PROD_000136一COMP_0026一7.42一6.7一2026-03-12 20:07:54一商品_136_1646一1721一92一43.35一1一106一90一110.74一80.77一137二91905一RQ_011一0.1222一0.0163一0.0223一0.001一0.199186一0.219758一119.06一118.43一PROD_000137一COMP_0018一1.85一1.98一2026-05-12 20:07:54一商品_137_3732一2697一79一129.5一1一94一128一88.04一40.63一138二91905一RQ_004一0.1075一0.0039一0.0283一0.0017一0.041925一0.040517一122.13一122.25一PROD_000138一COMP_0007一17.93一19.01一2026-02-19 20:07:54一商品_138_9598一736一5一131.76一1一355一464一382.82一193.56一139二91905一RQ_018一0.0414一0.0478一0.0263一0.0052一0.197892一0.212793一158.09一152.65一PROD_000139一COMP_0036一18.74一18.49一2026-04-21 20:07:54一商品_139_6253一1717一144一139.0一1一263一392一239.57一209.7一140
GROUP_0014,91905一RQ_010一0.1458一0.0035一0.0071一0.0065一0.05103一0.049056一167.26一182.32一PROD_000140一COMP_0015一7.43一7.37一2026-03-28 20:07:54一商品_140_9328一3089一7一0一1一261一328一240.26一74.51一141二91905一RQ_006一0.1016一0.0234一0.0106一0.0083一0.237744一0.267851一177.03一163.97一PROD_000141一COMP_0035一25.41一24.56一2026-03-11 20:07:54一商品_141_9067一4207一66一145.11一1一348一332一336.96一272.6一142二91905一RQ_013一0.025一0.0309一0.006一0.0093一0.07725一0.073941一120.39一130.46一PROD_000142一COMP_0008一13.98一14.77一2026-04-24 20:07:54一商品_142_3903一0一22一137.52一0一226一274一226.19一155.63一143二91905一RQ_005一0.1123一0.0073一0.0119一0.006一0.081979一0.094528一254.98一204.78一PROD_000143一COMP_0037一15.37一15.02一2026-04-29 20:07:54一商品_143_4560一3759一53一176.93一1一517一577一479.09一157.64一144二91905一RQ_006一0.0974一0.0152一0.0107一0.0068一0.148048一0.176552一135.78一94.33一PROD_000144一COMP_0012一19.68一21.48一2026-04-25 20:07:54一商品_144_2744一389一6一105.58一0一179一214一184.98一230.31一145二91905一RQ_012一0.0303一0.0338一0.0064一0.0075一0.102414一0.088524一200.1一136.75一PROD_000145一COMP_0001一8.96一8.51一2026-03-26 20:07:54一商品_145_1769一183一10一155.91一0一117一164一122.6一91.33一146二91905一RQ_012一0.0683一0.0396一0.0207一0.0097一0.270468一0.222195一224.83一154.85一PROD_000146一COMP_0024一22.44一21.11一2026-02-27 20:07:54一商品_146_4063一466一26一160.33一0一364一384一370.43一230.25一147二91905一RQ_016一0.0267一0.003一0.0087一0.0027一0.00801一0.006924一145.55一72.36一PROD_000147一COMP_0011一25.46一22.94一2026-04-25 20:07:54一商品_147_2117一916一4一99.95一1一206一286一197.81一232.17一148二91905一RQ_005一0.0682一0.0273一0.0032一0.0023一0.186186一0.164838一83.29一63.92一PROD_000148一COMP_0032一10.29一10.0一2026-04-08 20:07:54一商品_148_5203一58一2一62.77一0一101一144一103.3一114.69一149二91905一RQ_009一0.0135一0.0263一0.0232一0.0052一0.035505一0.035629一130.82一95.72一PROD_000149一COMP_0034一14.86一14.26一2026-05-18 20:07:54一商品_149_8130一85一4一127.73一0一310一363一317.87一148.02一150
GROUP_0015,91905一RQ_004一0.0133一0.0361一0.0016一0.0008一0.048013一0.041829一220.31一144.75一PROD_000150一COMP_0004一7.93一7.25一2026-04-23 20:07:54一商品_150_2738一3813一158一153.24一1一83一105一83.58一77.54一151二91905一RQ_009一0.0949一0.0148一0.0278一0.0039一0.140452一0.158549一83.31一74.19一PROD_000151一COMP_0018一1.41一1.31一2026-05-02 20:07:54一商品_151_7456一1680一23一0一1一171一252一183.56一32.7一152二91905一RQ_017一0.1426一0.0159一0.0226一0.009一0.226734一0.212572一97.55一88.97一PROD_000152一COMP_0034一12.67一13.04一2026-03-22 20:07:54一商品_152_2608一2091一22一106.88一1一232一277一211.32一153.1一153二91905一RQ_018一0.0782一0.0172一0.0043一0.0066一0.134504一0.112986一86.64一83.09一PROD_000153一COMP_0012一18.78一20.28一2026-03-07 20:07:54一商品_153_6432一1748一40一77.67一1一109一0一107.44一216.5一154二91905一RQ_014一0.0724一0.039一0.0149一0.0012一0.28236一0.298799一219.24一125.93一PROD_000154一COMP_0030一2.92一2.79一2026-04-28 20:07:54一商品_154_8734一372一8一153.97一0一84一97一76.12一61.84一155二91905一RQ_011一0.0649一0.0447一0.0179一0.0086一0.290103一0.247618一68.29一71.33一PROD_000155一COMP_0009一15.28一14.03一2026-04-21 20:07:54一商品_155_4796一387一21一84.58一0一136一125一148.2一164.9一156二91905一RQ_008一0.0617一0.0031一0.0066一0.0091一0.019127一0.018065一54.95一33.07一PROD_000156一COMP_0004一14.36一14.23一2026-04-10 20:07:54一商品_156_6781一2657一11一36.97一1一71一75一69.27一141.62一157二91905一RQ_015一0.121一0.0445一0.0007一0.0088一0.53845一0.525505一65.28一57.29一PROD_000157一COMP_0022一7.28一7.3一2026-05-02 20:07:54一商品_157_3639一338一12一72.12一0一182一237一181.33一128.88一158二91905一RQ_016一0.0155一0.029一0.0021一0.0027一0.04495一0.039197一93.12一129.63一PROD_000158一COMP_0008一28.77一29.34一2026-04-24 20:07:54一商品_158_5333一1202一28一114.54一1一230一259一229.16一298.15一159二91905一RQ_010一0.1391一0.0302一0.0025一0.0038一0.420082一0.358282一212.84一199.0一PROD_000159一COMP_0010一0.99一0.99一2026-05-15 20:07:54一商品_159_8069一90一3一166.4一0一338一279一357.19一42.03一160
GROUP_0016,91905一RQ_013一0.0619一0.0031一0.0161一0.0024一0.019189一0.021509一156.11一136.93一PROD_000160一COMP_0033一23.79一23.22一2026-05-02 20:07:54一商品_160_9561一217一0一118.36一0一200一192一214.36一231.24一161二91905一RQ_016一0.011一0.0331一0.0208一0.0032一0.03641一0.034404一95.15一64.92一PROD_000161一COMP_0007一5.07一5.22一2026-04-09 20:07:54一商品_161_3262一2757一181一68.04一1一101一95一102.05一55.48一162二91905一RQ_007一0.0725一0.0353一0.0053一0.0022一0.255925一0.245745一174.22一107.17一PROD_000162一COMP_0007一10.48一10.59一2026-05-07 20:07:54一商品_162_9536一411一9一134.56一0一116一167一114.5一125.85一163二91905一RQ_019一0.018一0.0389一0.0057一0.005一0.07002一0.056316一100.86一126.07一PROD_000163一COMP_0018一25.59一27.79一2026-04-25 20:07:54一商品_163_1251一314一9一107.72一0一63一60一56.7一282.06一164二91905一RQ_002一0.0869一0.0366一0.017一0.0059一0.318054一0.29865一195.1一164.41一PROD_000164一COMP_0004一24.56一23.22一2026-03-22 20:07:54一商品_164_8254一133一3一174.46一0一308一366一308.2一259.64一165二91905一RQ_018一0.0777一0.0129一0.0105一0.0078一0.100233一0.107514一100.3一95.1一PROD_000165一COMP_0024一26.95一28.9一2026-04-02 20:07:54一商品_165_2245一346一6一102.3一0一255一277一247.51一297.62一166二91905一RQ_005一0.0767一0.0183一0.0269一0.0028一0.140361一0.165464一98.53一119.66一PROD_000166一COMP_0035一0一22.34一2026-04-28 20:07:54一商品_166_1692一2193一33一104.85一1一271一375一263.2一244.5一167二91905一RQ_011一0.0969一0.0251一0.0296一0.009一0.243219一0.279096一166.76一139.49一PROD_000167一COMP_0030一14.98一16.43一2026-03-30 20:07:54一商品_167_1137一27一0一167.4一0一260一379一235.69一191.78一168二91905一RQ_006一0.0631一0.0059一0.0112一0.0086一0.037229一0.03257一180.76一140.82一PROD_000168一COMP_0000一8.25一7.87一2026-03-20 20:07:54一商品_168_8081一2224一14一173.78一1一413一435一404.79一83.82一169二91905一RQ_006一0.0304一0.048一0.0049一0.0081一0.14592一0.127044一182.9一178.24一PROD_000169一COMP_0024一15.24一16.75一2026-03-23 20:07:54一商品_169_6914一2957一124一157.41一1一416一346一382.63一183.59一170
GROUP_0017,91905一RQ_017一0.088一0.0407一0.0107一0.0042一0.35816一0.336827一146.23一119.22一PROD_000170一COMP_0023一20.55一20.98一2026-04-02 20:07:54一商品_170_7911一3409一137一116.53一1一206一276一203.81一248.05一171二91905一RQ_018一0.0667一0.0454一0.0028一0.0035一0.302818一0.280226一130.09一148.91一PROD_000171一COMP_0039一19.76一20.59一2026-03-03 20:07:54一商品_171_2565一4767一421一120.81一1一185一171一167.35一235.93一172二91905一RQ_015一0.0868一0.0023一0.0122一0.0077一0.019964一0.016636一182.05一113.55一PROD_000172一COMP_0004一8.24一7.67一2026-04-28 20:07:54一商品_172_5463一377一0一128.22一0一264一0一281.87一76.62一173二91905一RQ_014一0.0289一0.0475一0.0164一0.0059一0.137275一0.134889一118.86一97.18一PROD_000173一COMP_0035一22.59一24.29一2026-04-19 20:07:54一商品_173_9767一4445一276一0一1一239一265一232.58一259.54一174二91905一RQ_015一0.1426一0.0244一0.0008一0.0044一0.347944一0.319123一93.64一89.18一PROD_000174一COMP_0000一7.32一6.6一2026-05-16 20:07:54一商品_174_5454一2547一46一86.05一1一201一215一196.11一100.56一175二91905一RQ_017一0.1232一0.0212一0.0257一0.0019一0.261184一0.239202一87.53一57.55一PROD_000175一COMP_0018一19.29一19.74一2026-04-02 20:07:54一商品_175_7885一77一0一70.82一0一130一120一119.66一218.65一176二91905一RQ_015一0.1497一0.0237一0.0238一0.0034一0.354789一0.403544一124.39一143.73一PROD_000176一COMP_0019一28.57一26.03一2026-04-17 20:07:54一商品_176_2539一458一19一146.35一0一372一513一343.87一300.08一177二91905一RQ_006一0.0762一0.0344一0.0097一0.0033一0.262128一0.275671一105.69一117.13一PROD_000177一COMP_0033一1.74一1.89一2026-02-19 20:07:54一商品_177_1688一184一11一108.14一0一287一273一264.78一44.23一178二91905一RQ_015一0.1064一0.0086一0.0232一0.0026一0.091504一0.091501一233.65一129.14一PROD_000178一COMP_0037一20.74一20.07一2026-05-17 20:07:54一商品_178_7189一1760一23一175.45一1一434一385一410.8一212.91一179二91905一RQ_004一0.0451一0.0029一0.0213一0.0056一0.013079一0.013303一114.5一109.42一PROD_000179一COMP_0022一14.96一15.16一2026-04-05 20:07:54一商品_179_4912一35一0一111.54一0一181一248一182.51一155.27一180
GROUP_0018,91905一RQ_002一0.1022一0.0274一0.0119一0.0053一0.280028一0.279753一97.88一60.07一PROD_000180一COMP_0020一16.77一17.15一2026-05-18 20:07:54一商品_180_5193一22一1一78.39一0一64一90一60.19一202.84一181二91905一RQ_011一0.0409一0.0362一0.0009一0.0092一0.148058一0.157282一124.99一91.85一PROD_000181一COMP_0003一27.89一29.74一2026-03-19 20:07:54一商品_181_9710一3523一215一100.21一1一64一78一64.37一310.29一182二91905一RQ_006一0.037一0.0332一0.0173一0.0095一0.12284一0.125711一174.45一160.11一PROD_000182一COMP_0024一16.97一17.81一2026-03-31 20:07:54一商品_182_7090一1352一33一144.94一1一137一148一132.55一189.19一183二91905一RQ_013一0.1257一0.0168一0.0076一0.0055一0.211176一0.200623一93.8一107.18一PROD_000183一COMP_0026一16.73一17.55一2026-05-17 20:07:54一商品_183_5521一0一3一84.0一0一101一81一93.63一192.71一184二91905一RQ_016一0.0879一0.0464一0.0051一0.0005一0.407856一0.384307一112.99一139.22一PROD_000184一COMP_0035一4.58一4.46一2026-05-05 20:07:54一商品_184_5921一292一14一117.32一0一327一429一341.62一84.93一185二91905一RQ_018一0.0634一0.0392一0.0277一0.0034一0.248528一0.286284一64.39一55.23一PROD_000185一COMP_0002一13.31一14.46一2026-04-09 20:07:54一商品_185_8300一324一21一48.08一0一70一70一63.58一170.44一186二91905一RQ_018一0.0807一0.0119一0.009一0.004一0.096033一0.081904一40.37一28.09一PROD_000186一COMP_0038一2.94一2.98一2026-04-14 20:07:54一商品_186_6298一1568一30一37.4一1一63一59一61.68一38.23一187二91905一RQ_002一0.0258一0.0213一0.0113一0.002一0.054954一0.051536一57.87一66.08一PROD_000187一COMP_0036一19.83一20.9一2026-03-08 20:07:54一商品_187_5713一1694一41一55.39一1一155一149一160.75一216.55一188二91905一RQ_010一0.1071一0.0065一0.0138一0.0003一0.069615一0.061512一106.44一107.39一PROD_000188一COMP_0000一16.37一15.4一2026-05-12 20:07:54一商品_188_1136一355一3一108.49一0一59一71一60.93一163.04一189二91905一RQ_012一0.1025一0.0335一0.0274一0.0037一0.343375一0.289519一130.73一88.43一PROD_000189一COMP_0004一9.13一9.83一2026-04-01 20:07:54一商品_189_9027一462一15一87.98一0一234一274一219.32一122.47一190
GROUP_0019,91905一RQ_005一0.0126一0.0345一0.011一0.0031一0.04347一0.052094一38.53一36.64一PROD_000190一COMP_0025一29.37一28.05一2026-03-19 20:07:54一商品_190_7837一483一22一39.3一0一47一42一50.73一290.32一191二91905一RQ_018一0.0314一0.0486一0.0273一0.0034一0.152604一0.155182一151.24一135.39一PROD_000191一COMP_0015一6.6一6.12一2026-03-13 20:07:54一商品_191_6203一4791一434一111.2一1一175一251一184.45一72.4一192二91905一RQ_000一0.1172一0.0441一0.0127一0.0042一0.516852一0.505069一168.57一198.46一PROD_000192一COMP_0009一28.05一30.26一2026-04-20 20:07:54一商品_192_3196一67一2一169.99一0一409一502一389.93一354.98一193二91905一RQ_019一0.0756一0.0328一0.0059一0.0039一0.247968一0.245374一134.94一114.59一PROD_000193一COMP_0032一5.33一5.04一2026-03-21 20:07:54一商品_193_8005一2323一122一91.29一1一271一360一247.48一74.84一194二91905一RQ_001一0.0951一0.0414一0.0217一0.004一0.393714一0.462872一163.17一91.26一PROD_000194一COMP_0025一17.37一17.5一2026-03-14 20:07:54一商品_194_5770一231一11一126.21一0一340一480一322.71一220.16一195二91905一RQ_012一0.1338一0.0389一0.0089一0.0017一0.520482一0.477682一186.16一180.06一PROD_000195一COMP_0028一27.61一28.66一2026-03-15 20:07:54一商品_195_8449一369一17一165.55一0一157一189一169.38一329.62一196二91905一RQ_008一0.0554一0.0328一0.0215一0.0017一0.181712一0.198667一107.56一140.67一PROD_000196一COMP_0005一3.19一3.32一2026-03-29 20:07:54一商品_196_6071一193一8一125.11一0一76一69一73.49一49.51一197二91905一RQ_009一0.0977一0.0068一0.0044一0.0021一0.066436一0.069693一186.88一111.36一PROD_000197一COMP_0028一7.97一7.9一2026-03-16 20:07:54一商品_197_1801一0一13一158.31一1一340一379一336.05一83.75一198二91905一RQ_004一0.0177一0.0181一0.0048一0.0004一0.032037一0.033038一37.82一55.95一PROD_000198一COMP_0011一18.3一17.68一2026-03-31 20:07:54一商品_198_7038一344一5一43.16一0一92一118一93.33一178.71一199二91905一RQ_002一0.1162一0.0423一0.0024一0.0048一0.491526一0.417212一87.17一75.99一PROD_000199一COMP_0024一25.85一24.97一2026-03-23 20:07:54一商品_199_9608一55一3一92.06一0一271一317一248.65一293.49一200
