PROD_000055,COMP_0006,RQ_010,0.0,1,97.29
PROD_000056,COMP_0007,RQ_015,0.0,0,66.08
PROD_000057,COMP_0022,RQ_002,0.0,1,111.9
PROD_000058,COMP_0034,RQ_015,5000.0,1,48.67
PROD_000059,COMP_0018,RQ_010,0.0,1,97.07
PROD_000060,COMP_0002,RQ_004,0.0,0,172.32
PROD_000061,COMP_0039,RQ_009,0.0,1,179.59
PROD_000062,COMP_0015,RQ_015,0.0,1,76.39
PROD_000063,COMP_0027,RQ_016,0.0,0,81.9
PROD_000064,COMP_0036,RQ_001,0.0,1,92.49
PROD_000065,COMP_0022,RQ_012,0.0,1,44.52
PROD_000066,COMP_0005,RQ_012,0.0,0,128.14
PROD_000067,COMP_0039,RQ_019,5000.0,1,1.0
PROD_000068,COMP_0032,RQ_016,0.0,0,117.56
PROD_000069,COMP_0015,RQ_001,0.0,0,105.27
PROD_000070,COMP_0039,RQ_015,0.0,1,61.09
PROD_000071,COMP_0028,RQ_008,0.0,0,141.13
PROD_000072,COMP_0012,RQ_009,0.0,0,170.5
PROD_000073,COMP_0029,RQ_017,5000.0,1,1.0
PROD_000074,COMP_0008,RQ_015,5000.0,1,1.0
PROD_000075,COMP_0014,RQ_004,5000.0,1,1.0
PROD_000076,COMP_0007,RQ_006,0.0,1,114.59
PROD_000077,COMP_0018,RQ_013,0.0,0,97.28
PROD_000078,COMP_0029,RQ_017,0.0,0,144.82
PROD_000079,COMP_0032,RQ_009,0.0,1,161.44
PROD_000080,COMP_0020,RQ_013,0.0,1,51.65
PROD_000081,COMP_0038,RQ_019,0.0,0,166.05
PROD_000082,COMP_0029,RQ_017,5000.0,1,144.24
PROD_000083,COMP_0031,RQ_017,0.0,1,55.24
PROD_000084,COMP_0004,RQ_004,0.0,0,103.18
PROD_000085,COMP_0012,RQ_019,0.0,0,178.53
PROD_000086,COMP_0036,RQ_003,0.0,0,168.62
PROD_000087,COMP_0021,RQ_012,5000.0,1,95.56
PROD_000088,COMP_0015,RQ_002,0.0,1,30.78
PROD_000089,COMP_0018,RQ_013,0.0,1,87.11
PROD_000090,COMP_0019,RQ_000,0.0,1,158.93
PROD_000091,COMP_0007,RQ_018,0.0,0,61.45
PROD_000092,COMP_0037,RQ_012,5000.0,1,1.0
PROD_000093,COMP_0006,RQ_008,0.0,0,131.93
PROD_000094,COMP_0028,RQ_014,0.0,0,54.65
PROD_000095,COMP_0037,RQ_013,0.0,1,160.8
PROD_000096,COMP_0039,RQ_018,0.0,0,92.74
PROD_000097,COMP_0031,RQ_004,0.0,0,96.58
PROD_000098,COMP_0034,RQ_001,0.0,0,161.22
PROD_000099,COMP_0003,RQ_018,0.0,0,158.7
PROD_000100,COMP_0031,RQ_004,0.0,1,107.34
PROD_000101,COMP_0013,RQ_013,0.0,0,148.25
PROD_000102,COMP_0010,RQ_008,0.0,0,0.0
PROD_000103,COMP_0030,RQ_002,0.0,0,152.01
PROD_000104,COMP_0008,RQ_003,0.0,0,113.01
PROD_000105,COMP_0015,RQ_015,0.0,0,155.85
PROD_000106,COMP_0027,RQ_012,0.0,0,151.21
PROD_000107,COMP_0000,RQ_004,0.0,0,49.04
PROD_000108,COMP_0023,RQ_005,0.0,1,159.44
PROD_000109,COMP_0007,RQ_016,0.0,0,159.9
PROD_000110,COMP_0009,RQ_000,0.0,1,143.84
PROD_000111,COMP_0029,RQ_002,0.0,1,49.61
PROD_000112,COMP_0013,RQ_014,5000.0,1,1.0
PROD_000113,COMP_0029,RQ_003,0.0,1,85.84
PROD_000114,COMP_0025,RQ_015,0.0,1,35.2
PROD_000115,COMP_0022,RQ_015,0.0,0,62.85
PROD_000116,COMP_0036,RQ_012,5000.0,1,1.0
PROD_000117,COMP_0021,RQ_019,0.0,1,117.99
PROD_000118,COMP_0011,RQ_017,0.0,1,133.27
PROD_000119,COMP_0005,RQ_010,0.0,1,87.89
PROD_000120,COMP_0001,RQ_010,0.0,1,176.71
PROD_000121,COMP_0018,RQ_009,0.0,0,74.18
PROD_000122,COMP_0011,RQ_011,0.0,0,39.25
PROD_000123,COMP_0030,RQ_009,5000.0,1,1.0
PROD_000124,COMP_0004,RQ_002,5000.0,1,123.46
PROD_000125,COMP_0024,RQ_015,0.0,0,89.37
PROD_000126,COMP_0019,RQ_014,0.0,1,91.08
PROD_000127,COMP_0002,RQ_014,0.0,1,132.18
PROD_000128,COMP_0014,RQ_007,0.0,0,166.73
PROD_000129,COMP_0039,RQ_012,0.0,1,72.4
PROD_000130,COMP_0020,RQ_004,0.0,0,136.21
PROD_000131,COMP_0035,RQ_005,5000.0,1,163.03
PROD_000132,COMP_0008,RQ_006,5000.0,1,42.12
PROD_000133,COMP_0030,RQ_012,0.0,0,32.69
PROD_000134,COMP_0027,RQ_004,5000.0,1,1.0
PROD_000135,COMP_0003,RQ_003,0.0,1,75.17
PROD_000136,COMP_0026,RQ_009,0.0,1,43.35
PROD_000137,COMP_0018,RQ_011,0.0,1,129.5
PROD_000138,COMP_0007,RQ_004,0.0,1,131.76
PROD_000139,COMP_0036,RQ_018,0.0,1,139.0
PROD_000140,COMP_0015,RQ_010,0.0,1,0
PROD_000141,COMP_0035,RQ_006,5000.0,1,145.11
PROD_000142,COMP_0008,RQ_013,0.0,0,137.52
PROD_000143,COMP_0037,RQ_005,0.0,1,176.93
PROD_000144,COMP_0012,RQ_006,0.0,0,105.58
PROD_000145,COMP_0001,RQ_012,0.0,0,155.91
PROD_000146,COMP_0024,RQ_012,0.0,0,160.33
PROD_000147,COMP_0011,RQ_016,0.0,1,99.95
PROD_000148,COMP_0032,RQ_005,0.0,0,62.77
PROD_000149,COMP_0034,RQ_009,0.0,0,127.73
PROD_000150,COMP_0004,RQ_004,0.0,1,153.24
PROD_000151,COMP_0018,RQ_009,0.0,1,0
PROD_000152,COMP_0034,RQ_017,0.0,1,106.88
PROD_000153,COMP_0012,RQ_018,0.0,1,77.67
PROD_000154,COMP_0030,RQ_014,0.0,0,153.97
PROD_000155,COMP_0009,RQ_011,0.0,0,84.58
PROD_000156,COMP_0004,RQ_008,0.0,1,36.97
PROD_000157,COMP_0022,RQ_015,0.0,0,72.12
PROD_000158,COMP_0008,RQ_016,5000.0,1,114.54
PROD_000159,COMP_0010,RQ_010,0.0,0,166.4
PROD_000160,COMP_0033,RQ_013,0.0,0,118.36
PROD_000161,COMP_0007,RQ_016,0.0,1,68.04
PROD_000162,COMP_0007,RQ_007,0.0,0,134.56
PROD_000163,COMP_0018,RQ_019,5000.0,1,1.0
PROD_000164,COMP_0004,RQ_002,5000.0,1,1.0
PROD_000165,COMP_0024,RQ_018,5000.0,1,1.0
PROD_000166,COMP_0035,RQ_005,0.0,1,104.85
PROD_000167,COMP_0030,RQ_011,0.0,0,167.4
PROD_000168,COMP_0000,RQ_006,0.0,1,173.78
PROD_000169,COMP_0024,RQ_006,0.0,1,157.41
PROD_000170,COMP_0023,RQ_017,0.0,1,116.53
PROD_000171,COMP_0039,RQ_018,0.0,1,120.81
PROD_000172,COMP_0004,RQ_015,0.0,0,128.22
PROD_000173,COMP_0035,RQ_014,0.0,1,0
PROD_000174,COMP_0000,RQ_015,0.0,1,86.05
PROD_000175,COMP_0018,RQ_017,0.0,0,70.82
PROD_000176,COMP_0019,RQ_015,5000.0,1,1.0
PROD_000177,COMP_0033,RQ_006,0.0,0,108.14
PROD_000178,COMP_0037,RQ_015,0.0,1,175.45
PROD_000179,COMP_0022,RQ_004,0.0,0,111.54
PROD_000180,COMP_0020,RQ_002,0.0,0,78.39
PROD_000181,COMP_0003,RQ_011,5000.0,1,100.21
PROD_000182,COMP_0024,RQ_006,0.0,1,144.94
PROD_000183,COMP_0026,RQ_013,0.0,0,84.0
PROD_000184,COMP_0035,RQ_016,0.0,0,117.32
PROD_000185,COMP_0002,RQ_018,0.0,0,48.08
PROD_000186,COMP_0038,RQ_018,0.0,1,37.4
PROD_000187,COMP_0036,RQ_002,0.0,1,55.39
PROD_000188,COMP_0000,RQ_010,0.0,0,108.49
PROD_000189,COMP_0004,RQ_012,0.0,0,87.98
PROD_000190,COMP_0025,RQ_005,5000.0,1,1.0
PROD_000191,COMP_0015,RQ_018,0.0,1,111.2
PROD_000192,COMP_0009,RQ_000,5000.0,1,1.0
PROD_000193,COMP_0032,RQ_019,0.0,1,91.29
PROD_000194,COMP_0025,RQ_001,0.0,0,126.21
PROD_000195,COMP_0028,RQ_012,5000.0,1,1.0
PROD_000196,COMP_0005,RQ_008,0.0,0,125.11
PROD_000197,COMP_0028,RQ_009,0.0,1,158.31
PROD_000198,COMP_0011,RQ_004,0.0,0,43.16
PROD_000199,COMP_0024,RQ_002,5000.0,1,1.0
